name,location,primary_type,sub_type,ownership_type,description,lat_long,addr_street,addr_city,addr_zip
Louis A. Weiss Memorial Hospital,north-center,Hospital,General Hospital,For Profit Corporation,"Weiss Memorial Hospital is a Joint Commission-accredited, 236-bed healthcare facility providing a full range of medical and surgical services to meet the needs of our diverse patient base. Patients receive leading-edge diagnostic and treatment options without leaving the community setting of Weiss.","41.967236,-87.64959",4646 North Marine Drive,Chicago,60640
Thorek Memorial Hospital,north-center,Hospital,General Hospital,Not for Profit Corporation (Not Church-Related),"Thorek Memorial Hospital is a 218-bed, not-for-profit, acute care facility. We have been providing quality, progressive health care to Chicagoans since 1911, when Dr. Max Thorek founded the American Hospital - the forerunner to Thorek Memorial.","41.9545528,-87.6522249",850 West Irving Park Road,Chicago,60613
Advocate Illinois Masonic Medical Center,north-center,Hospital,General Hospital,Church-Related,"Advocate Illinois Masonic Medical Center is a 408-bed hospital in Chicago offering comprehensive inpatient services, including medical, surgical, obstetrics, and pediatric inpatient care, as well as multiple sites for outpatient care. We are home to a Level I Trauma Center and Level III Neonatal Intensive Care Unit, the highest designations awared by the state of Illinois.","41.9359703,-87.6741714",836 West Wellington,Chicago,60657
Presence Saint Joseph Hospital Chicago,north-center,Hospital,General Hospital,Church-Related,"Presence Saint Joseph Hospital on Chicago’s lakefront is an award-winning hospital, combining the convenience and caring experience of a community hospital with the technology and expertise of an academic medical center. We offer a full continuum of care for you and your entire family — from primary to specialty care. Our doctors are compassionate and dedicated — conducting research and teaching a new generation of healthcare providers about clinical excellence. Our healthcare team focuses on delivering outstanding patient- and family-centered care.","41.9348795,-87.6367874",2900 North Lake Shore Drive,Chicago,60657
Swedish Covenant Hospital,north-center,Hospital,General Hospital,Church-Related,"You may have noticed that something feels different at the corner of Foster and California. Over the past few years, we’ve seen our community grow, and we’ve worked hard to evolve right alongside you. We’ve invested in new technologies, such as breast tomosynthesis (3-D mammography) and advanced heart imaging technology, to ensure you have access to critical services and treatments that result in the best possible health outcomes. We’ve grown our medical staff and created affiliations with other health care organizations in the city, like our cancer care affiliation with Rush University Medical Center.We’re still one of the few independent, nonprofit teaching hospitals in the area, and we still provide you with medical services that range from treatment and care for new families to physical therapy. And yes, we remain firmly committed to the health and vibrancy of our community: With fifty percent of our more than 2,500 employees living within five miles of the hospital, we’re a part of you as much as you’re a part of us.","41.975014,-87.699989",5145 North California Avenue,Chicago,60625
John H. Stroger Hospital of Cook County,north-lawndale,Hospital,General Hospital,County,"John H. Stroger, Jr. Hospital of Cook County is a teaching hospital that provides primary, specialty and tertiary healthcare services. The hospital has a staff of more than 300 attending physicians along with more than 400 medical residents and fellows. The hospital serves as the hub for the Cook County Health & Hospitals System for delivery of specialty and sub-specialty care. More than 40% of the hospital’s space is dedicated to an outpatient Specialty Care Center. The Level 1 Trauma Center is one of the most respected in the nation. The hospital’s adult emergency room treats over 110,000 patients annually. While the Pediatrics emergency room treats 45,000 children and adolescents each year with a no wait policy.","41.873814,-87.67421",1901 West Harrison Street - Suite 5650,Chicago,60612
RML Specialty Hospital Chicago,north-lawndale,Hospital,,Other Not For Profit (specify below),RML is a nonprofit specialty hospital with locations in Chicago and Hinsdale serving patients with catastrophic or acute illnesses complicated by multiple medical issues.,"41.8753874,-87.7121045",3435 West Van Buren Street,Chicago,60624
Rush University Medical Center,north-lawndale,Hospital,,Other Not For Profit (specify below),"Rush University is home to one of the first medical colleges in the Midwest and one of the nation's top-ranked nursing colleges, as well as graduate programs in allied health, health systems management and biomedical research. The Medical Center also offers many highly selective residency and fellowship programs in medical and surgical specialties and subspecialties. Rush's unique practitioner-teacher model for health sciences education and research gives students the opportunity to learn from world-renowned instructors who practice what they teach.","41.8750991,-87.6680372",1653 West Congress Parkway,Chicago,60612
Schwab Rehabilitation Center,north-lawndale,Hospital,Rehabilitation Hospital,Not for Profit Corporation (Not Church-Related),"Schwab Rehabilitation Hospital was the first accredited rehabilitation hospital in the Midwest—and today, we continue to redefine health care delivery for the lives of our patients. Last year, nearly three-quarters of our inpatients re-entered their communities from our newly expanded, comprehensive Chicago rehabilitation hospital, located just three miles from Chicago’s Loop. After returning home, our patients continue to benefit from outpatient care. Working with a wide range of partners, Schwab provides primary, acute, subacute and outpatient care to disabled people who live in the community.","41.8624645,-87.6957337",1401 South California Avenue,Chicago,60608
Mount Sinai Hospital Medical Center,north-lawndale,Hospital,General Hospital,Not for Profit Corporation (Not Church-Related),"Mount Sinai Hospital Chicago is a 319-bed teaching hospital that provides medical, surgical, behavioral health, therapeutic and diagnostic services to the greater Chicago area. Proving to be a national model for the delivery of urban health care, Mount Sinai Hospital ranks among the top 10 percent of hospitals nationwide in 75 percent of national hospital quality measures. Part of Sinai Health System Chicago, it features an Emergency Department that is a Level 1 Trauma Center, providing care to nearly 60,000 patients, and a Labor and Delivery unit that has welcomed more than 3,000 newborns—the second highest number in the city. Located in Chicago’s West Side neighborhood, Mount Sinai Hospital is also a major teaching hospital, training over 700 health care professionals through undergraduate, graduate, residency and fellowship programs. With a continued focus on the needs of our community, Mount Sinai Hospital Chicago provides consistently reliable and efficient medical care to individuals and families in the Chicago area.","41.8611382,-87.6928376",2750 W. 15th Street,Chicago,60608
St. Anthony Hospital,north-lawndale,Hospital,General Hospital,Not for Profit Corporation (Not Church-Related),"Founded in 1897, Saint Anthony Hospital is a faith based, non–profit community teaching hospital dedicated to serving the health needs of Chicago’s near southwest side.For over 100 years, our physicians and staff have provided medical care, social services, and community outreach to Chicago's near southwest side communities. Saint Anthony Hospital offers quality and affordable medical services in a caring and supportive environment. Our operating rooms, emergency department and imaging center offer modern technology, that helps us in providing our patients the quality services they need in our communities. For more information please visit our Departments & Services.","41.85527,-87.696823",2875 West 19th Street,Chicago,60623
University of Illinois Medical Center @ Chicago,north-lawndale,Hospital,General Hospital,Other Not For Profit (specify below),"University of Illinois Hospital & Health Sciences System is made up of several facilities, all of which give you access to different levels of care. These include a 495-bed hospital, outpatient clinic, immediate care clinic, and 12 Mile Square Health Centers including locations in Back of the Yards, Cicero, Englewood, Near West, and South Shore. As a leader in patient care, research and education, UI Health is committed to making positive and lasting differences in health science and in people's lives.","41.8692277,-87.6704874",1740 West Taylor Avenue,Chicago,60612
Swedish Covenant Hospital,north-park,Hospital,General Hospital,Church-Related,"You may have noticed that something feels different at the corner of Foster and California. Over the past few years, we’ve seen our community grow, and we’ve worked hard to evolve right alongside you. We’ve invested in new technologies, such as breast tomosynthesis (3-D mammography) and advanced heart imaging technology, to ensure you have access to critical services and treatments that result in the best possible health outcomes. We’ve grown our medical staff and created affiliations with other health care organizations in the city, like our cancer care affiliation with Rush University Medical Center.We’re still one of the few independent, nonprofit teaching hospitals in the area, and we still provide you with medical services that range from treatment and care for new families to physical therapy. And yes, we remain firmly committed to the health and vibrancy of our community: With fifty percent of our more than 2,500 employees living within five miles of the hospital, we’re a part of you as much as you’re a part of us.","41.975014,-87.699989",5145 North California Avenue,Chicago,60625
Presence Resurrection Medical Center,norwood-park,Hospital,General Hospital,Church-Related,"Presence Resurrection Medical Center is an award-winning medical center and full service teaching hospital. Presence Resurrection Medical Center is a certified Primary Stroke Center, an accredited Chest Pain Center, and offers a wide range of advanced outpatient and inpatient services, including an open heart surgery program, a CARF-accredited rehabilitation center, and an accredited cancer center","41.987434,-87.814407",7435 West Talcott Avenue,Chicago,60631
Mercy Hospital & Medical Center,oakland,Hospital,General Hospital,Not for Profit Corporation (Not Church-Related),,"41.8470646,-87.6235186",2525 South Michigan Avenue,Chicago,60616
Presence Our Lady of the Resurrection Medical Center,ohare,Hospital,General Hospital,Church-Related,"Our Lady of the Resurrection is an award-winning hospital that has been providing health care to residents of Chicago's northwest side since 1955. As the health care needs of this population evolve, Our Lady of the Resurrection Medical Center responds with compassionate medical and nursing care as well as advanced diagnostic and treatment services that promote patients' well-being. The hospital features a 269-licensed bed main building with a nearby professional office building, a convenient radiology center and an extensive outpatient services center.","41.945599,-87.768974",5645 West Addison Street,Chicago,60634
Presence Resurrection Medical Center,ohare,Hospital,General Hospital,Church-Related,"Presence Resurrection Medical Center is an award-winning medical center and full service teaching hospital. Presence Resurrection Medical Center is a certified Primary Stroke Center, an accredited Chest Pain Center, and offers a wide range of advanced outpatient and inpatient services, including an open heart surgery program, a CARF-accredited rehabilitation center, and an accredited cancer center","41.987434,-87.814407",7435 West Talcott Avenue,Chicago,60631
Kindred Chicago Central Hospital,portage-park,Hospital,Rehabilitation Hospital,For Profit Corporation,"Kindred Chicago Central Hospital is a 102-bed transitional care hospital located on Chicago's northwest side near the I-90/94 Kennedy Expressway. Kindred Chicago Central provides intensive long-term acute care to medically complex patients and is certified by Medicare, accredited by The Joint Commission and licensed by the State of Illinois.","41.940239,-87.72831",4058 West Melrose Street,Chicago,60641
Presence Our Lady of the Resurrection Medical Center,portage-park,Hospital,General Hospital,Church-Related,"Our Lady of the Resurrection is an award-winning hospital that has been providing health care to residents of Chicago's northwest side since 1955. As the health care needs of this population evolve, Our Lady of the Resurrection Medical Center responds with compassionate medical and nursing care as well as advanced diagnostic and treatment services that promote patients' well-being. The hospital features a 269-licensed bed main building with a nearby professional office building, a convenient radiology center and an extensive outpatient services center.","41.945599,-87.768974",5645 West Addison Street,Chicago,60634
Advocate Trinity Hospital,pullman,Hospital,General Hospital,Church-Related,"Trinity Hospital cares for more than 90,000 patients each year with a full range of services including surgery, heart health, diabetes treatment, and cancer care. Our asthma program, a model for health care providers, uses a unique, team approach with medical professionals from various specialties working together. We take advantage of the latest diagnostic services including magnetic resonance imaging, ultrasound, mammography, computed tomography, and cardiac catheterization. In addition Trinity Hospitals offers outpatient rehabilitation services such as cardiac and pulmonary rehabilitation, and physical,occupational, and speech therapy.","41.7267,-87.567169",2320 East 93rd Street,Chicago,60617
Roseland Community Hospital,pullman,Hospital,General Hospital,Not for Profit Corporation (Not Church-Related),"For more than 85 years, Roseland Community Hospital has provided comprehensive healthcare services on Chicago’s far South Side. Our story is one of an institution that is as resilient as the community in which it is anchored. Our history is one of trials resulting in triumph, difficulty generating determination, and anticipation transformed into accomplishment","41.693222,-87.624352",45 West 111th Street,Chicago,60628
"South Shore Hospital, Corp.",pullman,Hospital,General Hospital,Not for Profit Corporation (Not Church-Related),"South Shore Hospital is known for delivering high-quality care since its founding in 1912. Our reputation is based on the dedication of it's physicians and caring professional and support staffs. We believe that it is our commitment to excellence that enables us to deliver extraordinary care to our patients.South Shore Hospital is a non-profit organization dedicated to providing the highest quality of Healthcare possible to the South Shore community. We are committed to providing appropriate care to each individual patient, regardless of race, color, creed, and financial status.We recognize the contribution each employee makes to create an atmosphere of mutual respect and compassion for our patients and fellow employees.","41.7495643,-87.568713",8012 South Crandon  Ave.,Chicago,60617
Roseland Community Hospital,riverdale,Hospital,General Hospital,Not for Profit Corporation (Not Church-Related),"For more than 85 years, Roseland Community Hospital has provided comprehensive healthcare services on Chicago’s far South Side. Our story is one of an institution that is as resilient as the community in which it is anchored. Our history is one of trials resulting in triumph, difficulty generating determination, and anticipation transformed into accomplishment","41.693222,-87.624352",45 West 111th Street,Chicago,60628
Roseland Community Hospital,roseland,Hospital,General Hospital,Not for Profit Corporation (Not Church-Related),"For more than 85 years, Roseland Community Hospital has provided comprehensive healthcare services on Chicago’s far South Side. Our story is one of an institution that is as resilient as the community in which it is anchored. Our history is one of trials resulting in triumph, difficulty generating determination, and anticipation transformed into accomplishment","41.693222,-87.624352",45 West 111th Street,Chicago,60628
Jackson Park Hosp. Foundation,south-chicago,Hospital,General Hospital,Not for Profit Corporation (Not Church-Related),"Jackson Park Hospital & Medical Center is a 269-bed acute, short-term comprehensive care facility serving the south side of Chicago. Jackson Park Hospital's service to the community goes back as far as World War I when it provided care to returning wounded veterans. The hospital offers a wide range of inpatient and outpatient diagnostic, therapeutic and ancillary services with a commitment to medical education at all levels. The hospital offers full medical, surgical, obstetric, pediatric, psychiatric, and medical stabilization (detox) services as well as medical sub-specialties including cardiology, pulmonary, gastrointestinal disease, renal, orthopedics, ENT, ophthalmology, infectious disease, HIV, hematology/oncology and geriatrics. Quality ambulatory care is provided through the family medicine center, senior health center and Korshak center (sub-specialty clinics, including an HIV clinic), conveniently located within the same premises.","41.7577136,-87.5856672",7531 Stony Island Avenue,Chicago,60649
Advocate Trinity Hospital,south-chicago,Hospital,General Hospital,Church-Related,"Trinity Hospital cares for more than 90,000 patients each year with a full range of services including surgery, heart health, diabetes treatment, and cancer care. Our asthma program, a model for health care providers, uses a unique, team approach with medical professionals from various specialties working together. We take advantage of the latest diagnostic services including magnetic resonance imaging, ultrasound, mammography, computed tomography, and cardiac catheterization. In addition Trinity Hospitals offers outpatient rehabilitation services such as cardiac and pulmonary rehabilitation, and physical,occupational, and speech therapy.","41.7267,-87.567169",2320 East 93rd Street,Chicago,60617
"South Shore Hospital, Corp.",south-chicago,Hospital,General Hospital,Not for Profit Corporation (Not Church-Related),"South Shore Hospital is known for delivering high-quality care since its founding in 1912. Our reputation is based on the dedication of it's physicians and caring professional and support staffs. We believe that it is our commitment to excellence that enables us to deliver extraordinary care to our patients.South Shore Hospital is a non-profit organization dedicated to providing the highest quality of Healthcare possible to the South Shore community. We are committed to providing appropriate care to each individual patient, regardless of race, color, creed, and financial status.We recognize the contribution each employee makes to create an atmosphere of mutual respect and compassion for our patients and fellow employees.","41.7495643,-87.568713",8012 South Crandon  Ave.,Chicago,60617
LaRabida Children's Hospital,south-chicago,Hospital,Children's Speciality Care Hospital,Not for Profit Corporation (Not Church-Related),"As a specialty hospital for extended acute care, we serve patients who need hospitalization for weeks, months, and in some cases even longer. La Rabida Children's Hospital combines the specialized expertise of a large hospital with the personalized, patient-focused attention of a smaller facility. As a long-term acute care hospital, we are also the most appropriate setting for the chronically ill or seriously injured patient with special needs because we offer a range of services through coordinated and focused care teams.","41.776482, -87.570428",6501 S. Promontory Drive,Chicago,60649
Advocate Trinity Hospital,south-deering,Hospital,General Hospital,Church-Related,"Trinity Hospital cares for more than 90,000 patients each year with a full range of services including surgery, heart health, diabetes treatment, and cancer care. Our asthma program, a model for health care providers, uses a unique, team approach with medical professionals from various specialties working together. We take advantage of the latest diagnostic services including magnetic resonance imaging, ultrasound, mammography, computed tomography, and cardiac catheterization. In addition Trinity Hospitals offers outpatient rehabilitation services such as cardiac and pulmonary rehabilitation, and physical,occupational, and speech therapy.","41.7267,-87.567169",2320 East 93rd Street,Chicago,60617
Roseland Community Hospital,south-deering,Hospital,General Hospital,Not for Profit Corporation (Not Church-Related),"For more than 85 years, Roseland Community Hospital has provided comprehensive healthcare services on Chicago’s far South Side. Our story is one of an institution that is as resilient as the community in which it is anchored. Our history is one of trials resulting in triumph, difficulty generating determination, and anticipation transformed into accomplishment","41.693222,-87.624352",45 West 111th Street,Chicago,60628
"South Shore Hospital, Corp.",south-deering,Hospital,General Hospital,Not for Profit Corporation (Not Church-Related),"South Shore Hospital is known for delivering high-quality care since its founding in 1912. Our reputation is based on the dedication of it's physicians and caring professional and support staffs. We believe that it is our commitment to excellence that enables us to deliver extraordinary care to our patients.South Shore Hospital is a non-profit organization dedicated to providing the highest quality of Healthcare possible to the South Shore community. We are committed to providing appropriate care to each individual patient, regardless of race, color, creed, and financial status.We recognize the contribution each employee makes to create an atmosphere of mutual respect and compassion for our patients and fellow employees.","41.7495643,-87.568713",8012 South Crandon  Ave.,Chicago,60617
Schwab Rehabilitation Center,south-lawndale,Hospital,Rehabilitation Hospital,Not for Profit Corporation (Not Church-Related),"Schwab Rehabilitation Hospital was the first accredited rehabilitation hospital in the Midwest—and today, we continue to redefine health care delivery for the lives of our patients. Last year, nearly three-quarters of our inpatients re-entered their communities from our newly expanded, comprehensive Chicago rehabilitation hospital, located just three miles from Chicago’s Loop. After returning home, our patients continue to benefit from outpatient care. Working with a wide range of partners, Schwab provides primary, acute, subacute and outpatient care to disabled people who live in the community.","41.8624645,-87.6957337",1401 South California Avenue,Chicago,60608
Mount Sinai Hospital Medical Center,south-lawndale,Hospital,General Hospital,Not for Profit Corporation (Not Church-Related),"Mount Sinai Hospital Chicago is a 319-bed teaching hospital that provides medical, surgical, behavioral health, therapeutic and diagnostic services to the greater Chicago area. Proving to be a national model for the delivery of urban health care, Mount Sinai Hospital ranks among the top 10 percent of hospitals nationwide in 75 percent of national hospital quality measures. Part of Sinai Health System Chicago, it features an Emergency Department that is a Level 1 Trauma Center, providing care to nearly 60,000 patients, and a Labor and Delivery unit that has welcomed more than 3,000 newborns—the second highest number in the city. Located in Chicago’s West Side neighborhood, Mount Sinai Hospital is also a major teaching hospital, training over 700 health care professionals through undergraduate, graduate, residency and fellowship programs. With a continued focus on the needs of our community, Mount Sinai Hospital Chicago provides consistently reliable and efficient medical care to individuals and families in the Chicago area.","41.8611382,-87.6928376",2750 W. 15th Street,Chicago,60608
St. Anthony Hospital,south-lawndale,Hospital,General Hospital,Not for Profit Corporation (Not Church-Related),"Founded in 1897, Saint Anthony Hospital is a faith based, non–profit community teaching hospital dedicated to serving the health needs of Chicago’s near southwest side.For over 100 years, our physicians and staff have provided medical care, social services, and community outreach to Chicago's near southwest side communities. Saint Anthony Hospital offers quality and affordable medical services in a caring and supportive environment. Our operating rooms, emergency department and imaging center offer modern technology, that helps us in providing our patients the quality services they need in our communities. For more information please visit our Departments & Services.","41.85527,-87.696823",2875 West 19th Street,Chicago,60623
Jackson Park Hosp. Foundation,south-shore,Hospital,General Hospital,Not for Profit Corporation (Not Church-Related),"Jackson Park Hospital & Medical Center is a 269-bed acute, short-term comprehensive care facility serving the south side of Chicago. Jackson Park Hospital's service to the community goes back as far as World War I when it provided care to returning wounded veterans. The hospital offers a wide range of inpatient and outpatient diagnostic, therapeutic and ancillary services with a commitment to medical education at all levels. The hospital offers full medical, surgical, obstetric, pediatric, psychiatric, and medical stabilization (detox) services as well as medical sub-specialties including cardiology, pulmonary, gastrointestinal disease, renal, orthopedics, ENT, ophthalmology, infectious disease, HIV, hematology/oncology and geriatrics. Quality ambulatory care is provided through the family medicine center, senior health center and Korshak center (sub-specialty clinics, including an HIV clinic), conveniently located within the same premises.","41.7577136,-87.5856672",7531 Stony Island Avenue,Chicago,60649
Advocate Trinity Hospital,south-shore,Hospital,General Hospital,Church-Related,"Trinity Hospital cares for more than 90,000 patients each year with a full range of services including surgery, heart health, diabetes treatment, and cancer care. Our asthma program, a model for health care providers, uses a unique, team approach with medical professionals from various specialties working together. We take advantage of the latest diagnostic services including magnetic resonance imaging, ultrasound, mammography, computed tomography, and cardiac catheterization. In addition Trinity Hospitals offers outpatient rehabilitation services such as cardiac and pulmonary rehabilitation, and physical,occupational, and speech therapy.","41.7267,-87.567169",2320 East 93rd Street,Chicago,60617
"South Shore Hospital, Corp.",south-shore,Hospital,General Hospital,Not for Profit Corporation (Not Church-Related),"South Shore Hospital is known for delivering high-quality care since its founding in 1912. Our reputation is based on the dedication of it's physicians and caring professional and support staffs. We believe that it is our commitment to excellence that enables us to deliver extraordinary care to our patients.South Shore Hospital is a non-profit organization dedicated to providing the highest quality of Healthcare possible to the South Shore community. We are committed to providing appropriate care to each individual patient, regardless of race, color, creed, and financial status.We recognize the contribution each employee makes to create an atmosphere of mutual respect and compassion for our patients and fellow employees.","41.7495643,-87.568713",8012 South Crandon  Ave.,Chicago,60617
University Of Chicago Medical Center,south-shore,Hospital,General Hospital,Not for Profit Corporation (Not Church-Related),"The University of Chicago Medical Center, also known under the umbrella of University of Chicago Medicine, is an American academic medical center in Hyde Park on the of South Side of Chicago, established in 1899","41.7888352,-87.6048658",5841 South Maryland,Chicago,60637
LaRabida Children's Hospital,south-shore,Hospital,Children's Speciality Care Hospital,Not for Profit Corporation (Not Church-Related),"As a specialty hospital for extended acute care, we serve patients who need hospitalization for weeks, months, and in some cases even longer. La Rabida Children's Hospital combines the specialized expertise of a large hospital with the personalized, patient-focused attention of a smaller facility. As a long-term acute care hospital, we are also the most appropriate setting for the chronically ill or seriously injured patient with special needs because we offer a range of services through coordinated and focused care teams.","41.776482, -87.570428",6501 S. Promontory Drive,Chicago,60649
Aurora Chicago Lakeshore Hospital,uptown,Hospital,Psychiatric Hospital,Limited Liability Company,"Chicago Lakeshore Hospital provides treatment services to those struggling with alcoholism, chemical dependency and drug use, as well as including their families as an integral part of the multi-disciplinary team. Treatment services include screening, orientation, assessment, detox services, treatment planning, crisis intervention, consultation, inpatient and outpatient services, education, rehab, referral and individual and group counseling. Chicago Lakeshore Hospital specializes in the treatment of dual diagnosis - a combination of alcoholism/drug use/chemical dependency and a behavioral health issue or a mental health disorder, treatment of children, adolescents and adults, as well as comprehensive treatment for the LGBTQ community","41.9703718,-87.6499477",4840 North Marine Drive,Chicago,60640
Methodist Hospital of Chicago,uptown,Hospital,General Hospital,Church-Related,"Welcome to Methodist Hospital of Chicago, a medical-surgical facility offering on-site physician specialists in cardiology, neurology, geriatric oncology, ophthalmology, general surgery,orthopedics, behavioral medicine, dentistry and podiatry. Also offering internal medicine and family practice, the hospital has 168 licensed beds located amid the Andersonville/Ravenswood neighborhoods of Chicago.","41.9727885,-87.6710533",5025 North Paulina Street,Chicago,60640
Louis A. Weiss Memorial Hospital,uptown,Hospital,General Hospital,For Profit Corporation,"Weiss Memorial Hospital is a Joint Commission-accredited, 236-bed healthcare facility providing a full range of medical and surgical services to meet the needs of our diverse patient base. Patients receive leading-edge diagnostic and treatment options without leaving the community setting of Weiss.","41.967236,-87.64959",4646 North Marine Drive,Chicago,60640
Thorek Memorial Hospital,uptown,Hospital,General Hospital,Not for Profit Corporation (Not Church-Related),"Thorek Memorial Hospital is a 218-bed, not-for-profit, acute care facility. We have been providing quality, progressive health care to Chicagoans since 1911, when Dr. Max Thorek founded the American Hospital - the forerunner to Thorek Memorial.","41.9545528,-87.6522249",850 West Irving Park Road,Chicago,60613
Roseland Community Hospital,washington-heights,Hospital,General Hospital,Not for Profit Corporation (Not Church-Related),"For more than 85 years, Roseland Community Hospital has provided comprehensive healthcare services on Chicago’s far South Side. Our story is one of an institution that is as resilient as the community in which it is anchored. Our history is one of trials resulting in triumph, difficulty generating determination, and anticipation transformed into accomplishment","41.693222,-87.624352",45 West 111th Street,Chicago,60628
Provident Hospital of Cook County,washington-park,Hospital,General Hospital,County,"Provident Hospital of Cook County is responsible for providing a wide array of healthcare services to the residents of Cook County, particularly those who reside in the Grand Boulevard neighborhood and on the South Side of Chicago.It meets community healthcare needs including primary, same-day surgery, family practice, and critical care services.Deeply committed to prevention, Provident Hospital staff and volunteers work with community residents to promote health and wellness through health fairs, a speaker’s bureau, support groups, health wellness groups for teens, men and seniors and educational programs (diabetes, asthma, smoking cessation, heart disease and others).","41.8021853,-87.61399",500 East 51st Street,Chicago,60615
St. Bernard Hospital,washington-park,Hospital,General Hospital,Church-Related,"Charity, compassion and a commitment to quality guide St. Bernard Hospital’s mission to bring the best medical care to its patients. As a community hospital founded by the Religious Hospitallers of St. Joseph, we’ve met the unique health care needs of Chicago’s Englewood neighborhood for more than a century. We offer a diverse mix of inpatient and outpatient medical services at our 210-bed hospital and Professional Pavilion, as well as throughout the community. Our efforts to make health care as accessible as possible include our Pediatric Mobile Health Unit and a number of conveniently located doctor’s offices.","41.778732,-87.63298",326 West 64th Street,Chicago,60621
University Of Chicago Medical Center,washington-park,Hospital,General Hospital,Not for Profit Corporation (Not Church-Related),"The University of Chicago Medical Center, also known under the umbrella of University of Chicago Medicine, is an American academic medical center in Hyde Park on the of South Side of Chicago, established in 1899","41.7888352,-87.6048658",5841 South Maryland,Chicago,60637
Holy Cross Hospital,west-elsdon,Hospital,General Hospital,Church-Related,"Holy Cross Hospital was sponsored by the Sisters of St. Casimir in 1928. The hospital began with a commitment to providing quality health care to all with compassion. Caring for the physical, emotional, and spiritual needs of community residents has always been our core mission. In recent years, Holy Cross Hospital has expanded and updated many services with new state of the art technology and equipment to better serve our patients. From new babies and their moms being cared for in our newly renovated Family Birth Center or patients receiving life saving care in the new Emergency Room, to the comforting care of Season’s Hospice, Holy Cross is your place for quality care near your home. Our excellent facilities, quality services, and highly skilled medical professionals are a just few of the reasons Holy Cross Hospital is able to deliver health care that you and your family deserve.","41.769085,-87.691109",2701 West 68th Street,Chicago,60629
St. Bernard Hospital,west-englewood,Hospital,General Hospital,Church-Related,"Charity, compassion and a commitment to quality guide St. Bernard Hospital’s mission to bring the best medical care to its patients. As a community hospital founded by the Religious Hospitallers of St. Joseph, we’ve met the unique health care needs of Chicago’s Englewood neighborhood for more than a century. We offer a diverse mix of inpatient and outpatient medical services at our 210-bed hospital and Professional Pavilion, as well as throughout the community. Our efforts to make health care as accessible as possible include our Pediatric Mobile Health Unit and a number of conveniently located doctor’s offices.","41.778732,-87.63298",326 West 64th Street,Chicago,60621
RML Specialty Hospital Chicago,west-garfield-park,Hospital,,Other Not For Profit (specify below),RML is a nonprofit specialty hospital with locations in Chicago and Hinsdale serving patients with catastrophic or acute illnesses complicated by multiple medical issues.,"41.8753874,-87.7121045",3435 West Van Buren Street,Chicago,60624
UHS Hartgrove Hospital,west-garfield-park,Hospital,Psychiatric Hospital,For Profit Corporation,"The mission of Hartgrove Hospital is to provide comprehensive psychiatric health care services in diverse settings that effectively and efficiently meet the needs of our patients, their families and the community. We are dedicated to restoring our patient’s emotional well-being while focusing on providing resources for their future","41.865647, -87.767559",5730 West Roosevelt RD.,Chicago,60644
Loretto Hospital,west-garfield-park,Hospital,General Hospital,Not for Profit Corporation (Not Church-Related),"Loretto Hospital is an acute care community hospital that serves over 33,000 patients each year from Chicago's Austin and surrounding communities. As a not-for-profit, community-focused health care provider, we offer a unique, patient-centered healthcare delivery system that promotes general wellness and education in the communities we serve. Through our partnerships with physicians, research institutions, area residents and local businesses, we strive daily to be your health care provider of choice.","41.8724068,-87.7645297",645 South Central Avenue,Chicago,60644
Holy Cross Hospital,west-lawn,Hospital,General Hospital,Church-Related,"Holy Cross Hospital was sponsored by the Sisters of St. Casimir in 1928. The hospital began with a commitment to providing quality health care to all with compassion. Caring for the physical, emotional, and spiritual needs of community residents has always been our core mission. In recent years, Holy Cross Hospital has expanded and updated many services with new state of the art technology and equipment to better serve our patients. From new babies and their moms being cared for in our newly renovated Family Birth Center or patients receiving life saving care in the new Emergency Room, to the comforting care of Season’s Hospice, Holy Cross is your place for quality care near your home. Our excellent facilities, quality services, and highly skilled medical professionals are a just few of the reasons Holy Cross Hospital is able to deliver health care that you and your family deserve.","41.769085,-87.691109",2701 West 68th Street,Chicago,60629
Roseland Community Hospital,west-pullman,Hospital,General Hospital,Not for Profit Corporation (Not Church-Related),"For more than 85 years, Roseland Community Hospital has provided comprehensive healthcare services on Chicago’s far South Side. Our story is one of an institution that is as resilient as the community in which it is anchored. Our history is one of trials resulting in triumph, difficulty generating determination, and anticipation transformed into accomplishment","41.693222,-87.624352",45 West 111th Street,Chicago,60628
John H. Stroger Hospital of Cook County,west-town,Hospital,General Hospital,County,"John H. Stroger, Jr. Hospital of Cook County is a teaching hospital that provides primary, specialty and tertiary healthcare services. The hospital has a staff of more than 300 attending physicians along with more than 400 medical residents and fellows. The hospital serves as the hub for the Cook County Health & Hospitals System for delivery of specialty and sub-specialty care. More than 40% of the hospital’s space is dedicated to an outpatient Specialty Care Center. The Level 1 Trauma Center is one of the most respected in the nation. The hospital’s adult emergency room treats over 110,000 patients annually. While the Pediatrics emergency room treats 45,000 children and adolescents each year with a no wait policy.","41.873814,-87.67421",1901 West Harrison Street - Suite 5650,Chicago,60612
